entry_type,category_id,script_id,sprite_name,icon_value,asset_file,source_family
mission,utopia_manifesto_ledger_category,mission_utopia_fill_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_seasonal_reserve.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_rotate_old_stores,GFX_decision_utopia_rural_rotation,GFX_decision_utopia_rural_rotation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_rural_rotation.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_release_emergency_stores,GFX_decision_utopia_open_stores,GFX_decision_utopia_open_stores,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_open_stores.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_two_years_against_hunger,GFX_decision_utopia_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_seasonal_reserve.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_ledger_category,mission_utopia_two_years_against_hunger,GFX_decision_utopia_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_seasonal_reserve.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_select_provisioning_calling,GFX_decision_utopia_local_store,GFX_decision_utopia_local_store,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_local_store.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_select_workshops_calling,GFX_decision_utopia_fund_apprenticeships,GFX_decision_utopia_fund_apprenticeships,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_fund_apprenticeships.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_select_civic_works_calling,GFX_decision_utopia_common_administration,GFX_decision_utopia_common_administration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_common_administration.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_select_learning_and_care_calling,GFX_decision_utopia_fund_apprenticeships,GFX_decision_utopia_fund_apprenticeships,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_fund_apprenticeships.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_select_maritime_and_settlement_calling,GFX_decision_utopia_guard_shore,GFX_decision_utopia_guard_shore,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_guard_shore.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_select_defense_and_watches_calling,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_issue_open_call,GFX_decision_utopia_collect_petitions,GFX_decision_utopia_collect_petitions,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_collect_petitions.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_guarantee_placement,GFX_decision_utopia_local_households,GFX_decision_utopia_local_households,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_local_households.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_set_assignment_quota,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_emergency_calling_levy,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_extend_emergency_calling_levy,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
mission,utopia_manifesto_ledger_category,mission_utopia_fill_unpopular_calling,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
mission,utopia_manifesto_ledger_category,mission_utopia_emergency_calling_levy_expiry,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_prove_every_calling_chosen,GFX_decision_utopia_second_trade,GFX_decision_utopia_second_trade,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_second_trade.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_ledger_category,mission_utopia_sustain_every_calling_chosen,GFX_decision_utopia_second_trade,GFX_decision_utopia_second_trade,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_second_trade.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_learn_second_trade,GFX_decision_utopia_second_trade,GFX_decision_utopia_second_trade,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_second_trade.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_ledger_category,mission_utopia_learn_second_trade,GFX_decision_utopia_second_trade,GFX_decision_utopia_second_trade,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_second_trade.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_suspend_the_short_day,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
mission,utopia_manifesto_ledger_category,mission_utopia_short_day_suspension,GFX_decision_utopia_urgent_service,GFX_decision_utopia_urgent_service,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_urgent_service.dds,existing_event_015_final_family
decision,utopia_manifesto_ledger_category,decision_utopia_register_public_land,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_ledger_category,mission_utopia_register_public_land,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_convert_estate_to_land_trust,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_transfer_factory_to_worker_council,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_assign_productive_tenure,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_ledger_category,decision_utopia_revoke_idle_grant,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_ledger_category,mission_utopia_property_transition,GFX_decision_utopia_land_register,GFX_decision_utopia_land_register,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_land_register.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_survey_district_site,GFX_decision_utopia_district_survey,GFX_decision_utopia_district_survey,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_survey.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_district_category,mission_utopia_survey_district_site,GFX_decision_utopia_district_survey,GFX_decision_utopia_district_survey,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_survey.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_found_market_garden_district,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_found_industrial_housing_district,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_found_rail_junction_town,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_found_refugee_municipality,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_attach_penal_works_to_district,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_district_category,mission_utopia_build_garden_district,GFX_decision_utopia_district_foundation,GFX_decision_utopia_district_foundation,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_district_foundation.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_district_category,decision_utopia_complete_district_charter,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
mission,utopia_manifesto_district_category,mission_utopia_complete_district_charter,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_island_category,decision_utopia_adopt_existing_island_capital,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_adopt_coastal_refuge,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_adopt_inland_island,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_adopt_archipelago_network,GFX_decision_utopia_archipelago_network,GFX_decision_utopia_archipelago_network,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_archipelago_network.dds,island_variant_imagegen_2026-07-15
decision,utopia_manifesto_island_category,decision_utopia_adopt_leased_island,GFX_decision_utopia_lease,GFX_decision_utopia_lease,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_lease.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_mark_archipelago_project_site,GFX_decision_utopia_archipelago_network,GFX_decision_utopia_archipelago_network,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_archipelago_network.dds,island_variant_imagegen_2026-07-15
mission,utopia_manifesto_island_category,mission_utopia_secure_archipelago_project_site,GFX_decision_utopia_archipelago_network,GFX_decision_utopia_archipelago_network,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_archipelago_network.dds,island_variant_imagegen_2026-07-15
decision,utopia_manifesto_island_category,decision_utopia_secure_island_site,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_build_common_harbor,GFX_decision_utopia_common_harbor,GFX_decision_utopia_common_harbor,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_common_harbor.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_build_inland_terminal,GFX_decision_utopia_inland_terminal,GFX_decision_utopia_inland_terminal,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_inland_terminal.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_complete_capital_provision_ring,GFX_decision_utopia_seasonal_reserve,GFX_decision_utopia_seasonal_reserve,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_seasonal_reserve.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_fortify_without_sealing,GFX_decision_utopia_guard_shore,GFX_decision_utopia_guard_shore,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_guard_shore.dds,existing_event_015_final_family
decision,utopia_manifesto_island_category,decision_utopia_close_the_gates,GFX_decision_utopia_guard_shore,GFX_decision_utopia_guard_shore,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_guard_shore.dds,existing_event_015_final_family
mission,utopia_manifesto_island_category,mission_utopia_build_island_stage,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_island_category,mission_utopia_hold_island_project_lease,GFX_decision_utopia_lease,GFX_decision_utopia_lease,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_lease.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_propose_island_lease_renewal,GFX_decision_utopia_lease,GFX_decision_utopia_lease,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_lease.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_island_category,decision_utopia_make_an_island,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_island_category,mission_utopia_make_an_island,GFX_decision_utopia_island_project,GFX_decision_utopia_island_project,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_island_project.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_select_necessary_ground_target,GFX_decision_utopia_mark_needed_district,GFX_decision_utopia_mark_needed_district,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_mark_needed_district.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_clear_necessary_ground_target,GFX_decision_utopia_mark_needed_district,GFX_decision_utopia_mark_needed_district,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_mark_needed_district.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_survey_domestic_alternatives,GFX_decision_utopia_mark_needed_district,GFX_decision_utopia_mark_needed_district,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_mark_needed_district.dds,existing_event_015_final_family
mission,utopia_manifesto_necessary_ground_category,mission_utopia_survey_domestic_alternatives,GFX_decision_utopia_mark_needed_district,GFX_decision_utopia_mark_needed_district,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_mark_needed_district.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_draft_need_case,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_select_need_case_state,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_necessary_ground_category,mission_utopia_need_case_expiry,GFX_decision_utopia_need_case,GFX_decision_utopia_need_case,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_need_case.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_offer_purchase,GFX_decision_utopia_purchase,GFX_decision_utopia_purchase,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_purchase.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_offer_long_supply_contract,GFX_decision_utopia_purchase,GFX_decision_utopia_purchase,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_purchase.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_request_lease,GFX_decision_utopia_lease,GFX_decision_utopia_lease,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_lease.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_offer_settlement_agreement,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_propose_joint_administration,GFX_decision_utopia_joint_administration,GFX_decision_utopia_joint_administration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_joint_administration.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_invite_associate_municipality,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
mission,utopia_manifesto_necessary_ground_category,mission_utopia_wait_for_need_answer,GFX_decision_utopia_collect_petitions,GFX_decision_utopia_collect_petitions,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_collect_petitions.dds,existing_event_015_final_family
mission,utopia_manifesto_necessary_ground_category,mission_utopia_fulfil_settlement_agreement,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
mission,utopia_manifesto_necessary_ground_category,mission_utopia_fulfil_long_supply_contract,GFX_decision_utopia_purchase,GFX_decision_utopia_purchase,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_purchase.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_necessary_ground_category,mission_utopia_prove_association_duties,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_revise_need_offer,GFX_decision_utopia_just_cause_review,GFX_decision_utopia_just_cause_review,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_just_cause_review.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_issue_need_ultimatum,GFX_decision_utopia_ultimatum,GFX_decision_utopia_ultimatum,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_ultimatum.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_enforce_need_case,GFX_decision_utopia_ultimatum,GFX_decision_utopia_ultimatum,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_ultimatum.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_renounce_need_case,GFX_decision_utopia_renunciation_vote,GFX_decision_utopia_renunciation_vote,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_renunciation_vote.dds,existing_event_015_final_family
decision,utopia_manifesto_necessary_ground_category,decision_utopia_convert_case_to_lease,GFX_decision_utopia_lease,GFX_decision_utopia_lease,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_lease.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_necessary_ground_category,decision_utopia_convert_case_to_joint_administration,GFX_decision_utopia_joint_administration,GFX_decision_utopia_joint_administration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_joint_administration.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_stewardship_category,decision_utopia_confirm_stewardship_obligation,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_begin_emergency_provision,GFX_decision_utopia_emergency_provision,GFX_decision_utopia_emergency_provision,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_emergency_provision.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_stewardship_category,mission_utopia_emergency_provision,GFX_decision_utopia_emergency_provision,GFX_decision_utopia_emergency_provision,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_emergency_provision.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_stewardship_category,decision_utopia_restore_stewardship_route,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
mission,utopia_manifesto_stewardship_category,mission_utopia_restore_stewardship_route,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_convene_local_charter,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_impose_assigned_administration,GFX_decision_utopia_send_magistrates,GFX_decision_utopia_send_magistrates,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_send_magistrates.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_hold_charter_period,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
mission,utopia_manifesto_stewardship_category,mission_utopia_hold_charter_period,GFX_decision_utopia_settlement_charter,GFX_decision_utopia_settlement_charter,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_settlement_charter.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_hold_stewardship_status_vote,GFX_decision_utopia_renunciation_vote,GFX_decision_utopia_renunciation_vote,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_renunciation_vote.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_offer_stewardship_autonomy,GFX_decision_utopia_local_households,GFX_decision_utopia_local_households,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_local_households.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_return_stewardship,GFX_decision_utopia_renunciation_vote,GFX_decision_utopia_renunciation_vote,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_renunciation_vote.dds,existing_event_015_final_family
decision,utopia_manifesto_stewardship_category,decision_utopia_begin_long_integration,GFX_decision_utopia_long_integration,GFX_decision_utopia_long_integration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_long_integration.dds,imagegen_final_atlas_2026-07-14
mission,utopia_manifesto_stewardship_category,mission_utopia_long_integration,GFX_decision_utopia_long_integration,GFX_decision_utopia_long_integration,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_long_integration.dds,imagegen_final_atlas_2026-07-14
decision,utopia_manifesto_stewardship_category,decision_utopia_clean_up_stewardship_revolt,GFX_decision_utopia_household_guard,GFX_decision_utopia_household_guard,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_household_guard.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_initialize_league,GFX_decision_utopia_recognize_friend,GFX_decision_utopia_recognize_friend,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_recognize_friend.dds,existing_event_015_final_family
decision,utopia_manifesto_league_category,decision_utopia_send_surplus_abroad,GFX_decision_utopia_storehouse_aid,GFX_decision_utopia_storehouse_aid,gfx/interface/decisions/015_utopia_manifesto/decision_utopia_storehouse_aid.dds,existing_event_015_final_family
