province_id,state_id,impassable_state,batch_index
542,14,no,1
543,972,no,1
544,265,no,1
545,407,no,1
546,193,no,1
547,228,no,1
548,98,no,1
549,28,no,1
550,201,no,1
551,18,no,1
552,66,no,1
553,15,no,1
554,406,no,1
555,71,no,1
556,283,no,1
557,972,no,1
558,220,no,1
559,259,no,1
560,94,no,1
561,54,no,1
562,90,no,1
563,42,no,1
564,55,no,1
565,78,no,1
566,407,no,1
567,812,no,1
568,196,no,1
569,75,no,1
570,228,no,1
571,53,no,1
572,93,no,1
573,65,no,1
574,197,no,1
575,29,no,1
576,407,no,1
577,80,no,1
578,239,no,1
579,265,no,2
580,220,no,2
581,71,no,2
582,202,no,2
583,9,no,2
584,87,no,2
585,218,no,2
586,53,no,2
587,51,no,2
588,200,no,2
589,55,no,2
590,26,no,2
591,103,no,2
592,191,no,2
595,23,no,2
596,102,no,2
598,358,no,2
599,736,no,2
602,682,no,2
603,160,no,2
605,276,no,2
606,104,no,2
607,159,no,2
610,378,no,2
611,158,no,2
614,764,no,2
615,406,no,2
618,236,no,2
619,45,no,2
620,25,no,2
624,109,no,2
625,25,no,2
628,160,no,2
629,23,no,2
630,108,no,2
634,465,no,2
636,847,no,2
637,81,no,2
638,365,no,2
641,20,no,2
642,587,no,2
646,82,no,2
648,27,no,2
649,211,no,2
650,279,no,2
651,33,no,2
652,800,no,2
653,976,no,2
654,231,no,2
655,23,no,2
656,39,no,2
657,971,no,2
658,151,no,2
659,261,no,2
660,46,no,2
661,151,no,2
662,82,no,2
663,3,no,2
664,408,no,2
665,102,no,2
666,821,no,2
667,27,no,2
668,153,no,2
669,33,no,2
670,821,no,2
671,153,no,2
672,826,no,2
673,153,no,2
674,46,no,2
675,657,no,2
676,84,no,2
677,378,no,2
678,28,no,2
679,154,no,2
680,27,no,2
681,408,no,2
682,974,no,2
683,232,no,2
684,43,no,2
685,827,no,2
686,155,no,2
687,971,no,2
688,152,no,2
689,261,no,2
690,84,no,2
691,393,no,2
692,52,no,2
693,84,no,2
694,50,no,2
695,393,no,2
696,83,no,2
697,981,no,2
698,17,no,2
699,154,no,2
700,232,no,2
701,155,no,2
702,360,no,2
703,394,no,2
704,4,no,2
705,137,no,2
706,358,no,2
707,52,no,2
708,52,no,2
709,393,no,2
710,378,no,2
711,76,no,2
712,232,no,2
713,76,no,2
714,235,no,2
715,357,no,2
716,43,no,2
717,234,no,2
718,357,no,2
719,234,no,2
720,395,no,2
721,196,no,2
722,276,no,2
723,79,no,2
724,180,no,2
725,409,no,2
726,174,no,2
727,76,no,2
728,232,no,2
729,171,no,2
730,154,no,2
731,235,no,2
732,4,no,2
733,357,no,2
734,358,no,2
735,234,no,2
736,469,no,2
737,196,no,2
738,790,no,2
739,409,no,2
740,792,no,2
741,834,no,2
742,237,no,2
743,806,no,2
744,79,no,2
745,237,no,2
746,76,no,2
747,173,no,2
748,235,no,2
749,276,no,2
750,234,no,2
751,393,no,2
752,22,no,2
753,409,no,2
754,834,no,2
755,25,no,2
756,584,no,2
757,236,no,2
758,171,no,2
759,237,no,2
760,22,no,2
761,866,no,2
762,32,no,2
763,866,no,2
764,735,no,2
765,234,no,2
766,378,no,2
767,196,no,2
768,378,no,2
769,26,no,2
770,158,no,2
771,158,no,2
772,231,no,2
773,159,no,2
774,276,no,2
775,238,no,2
776,158,no,2
777,682,no,2
778,735,no,2
779,276,no,2
780,32,no,2
781,378,no,2
782,161,no,2
783,717,no,2
784,346,no,2
785,340,no,2
788,362,no,2
789,354,no,2
790,794,no,2
792,553,no,2
793,48,no,2
794,788,no,2
797,107,no,2
798,794,no,2
799,112,no,2
800,328,no,2
801,816,no,2
804,49,no,2
805,375,no,2
806,344,no,2
809,170,no,2
810,408,no,2
813,166,no,2
814,610,no,2
817,27,no,2
818,46,no,2
819,117,no,2
822,360,no,2
823,378,no,2
827,261,no,2
828,611,no,2
829,421,no,2
831,261,no,2
832,168,no,2
833,970,no,2
836,716,no,2
837,408,no,2
841,185,no,2
844,795,no,2
845,181,no,2
846,716,no,2
847,360,no,2
848,1028,no,2
849,341,no,2
850,377,no,2
851,117,no,2
852,1028,no,2
853,377,no,2
854,165,no,2
855,655,no,2
856,343,no,2
857,176,no,2
858,41,no,2
859,358,no,2
860,367,no,2
861,328,no,2
862,360,no,2
863,47,no,2
864,352,no,2
865,362,no,2
866,366,no,2
867,970,no,2
868,382,no,2
869,346,no,2
870,396,no,2
871,794,no,2
872,165,no,2
873,362,no,2
874,788,no,2
875,789,no,2
876,353,no,2
877,180,no,2
878,212,no,2
879,789,no,2
880,360,no,2
881,610,no,2
882,261,no,3
883,849,no,3
884,176,no,3
885,176,no,3
886,348,no,3
887,328,no,3
888,793,no,3
889,181,no,3
890,347,no,3
891,360,no,3
892,716,no,3
893,212,no,3
894,360,no,3
895,731,no,3
896,41,no,3
897,165,no,3
898,1028,no,3
899,794,no,3
900,609,no,3
901,680,no,3
902,114,no,3
903,791,no,3
904,347,no,3
905,357,no,3
906,1028,no,3
907,106,no,3
908,357,no,3
909,49,no,3
910,162,no,3
911,851,no,3
912,527,no,3
913,368,no,3
914,805,no,3
915,794,no,3
916,715,no,3
917,471,no,3
918,174,no,3
919,798,no,3
920,174,no,3
921,348,no,3
922,341,no,3
923,2,no,3
924,795,no,3
925,157,no,3
926,394,no,3
927,328,no,3
928,339,no,3
929,31,no,3
930,715,no,3
931,170,no,3
932,172,no,3
933,355,no,3
934,610,no,3
935,48,no,3
936,731,no,3
937,105,no,3
938,181,no,3
939,41,no,3
940,346,no,3
941,378,no,3
942,793,no,3
943,31,no,3
944,717,no,3
945,328,no,3
946,328,no,3
947,340,no,3
948,166,no,3
949,48,no,3
950,789,no,3
951,362,no,3
952,611,no,3
953,804,no,3
954,395,no,3
955,117,no,3
956,851,no,3
957,408,no,3
958,21,no,3
959,1028,no,3
960,355,no,3
961,348,no,3
962,167,no,3
963,157,no,3
964,716,no,3
965,48,no,3
966,731,no,3
967,157,no,3
968,365,no,3
969,159,no,3
970,179,no,3
971,261,no,3
972,610,no,3
973,717,no,3
974,106,no,3
975,355,no,3
976,47,no,3
977,41,no,3
978,1028,no,3
979,356,no,3
980,179,no,3
981,343,no,3
982,104,no,3
983,862,no,3
984,103,no,3
985,170,no,3
986,378,no,3
987,716,no,3
988,538,no,3
989,461,no,3
992,907,no,3
993,282,no,3
994,591,no,3
996,1034,no,3
997,432,no,3
998,535,no,3
1001,598,no,3
1002,633,no,3
1003,527,no,3
1004,607,no,3
1005,342,no,3
1006,595,no,3
1009,115,no,3
1010,748,no,3
1013,459,no,3
1014,997,no,3
1015,454,no,3
1018,1033,no,3
1019,363,no,3
1020,1018,no,3
1023,599,no,3
1024,1019,no,3
1025,528,no,3
1027,615,no,3
1028,456,no,3
1029,598,no,3
1033,855,no,3
1034,615,no,3
1036,600,no,3
1037,458,no,3
1038,591,no,3
1041,449,no,3
1042,634,no,3
1043,514,yes,3
1046,458,no,3
1047,592,no,3
1048,169,no,3
1051,531,no,3
1052,609,no,3
1053,600,no,3
1054,1030,no,3
1055,596,no,3
1056,677,no,3
1057,273,yes,3
1058,460,no,3
1059,426,no,3
1060,273,yes,3
1061,428,no,3
1062,663,no,3
1063,533,no,3
1064,456,no,3
1065,454,no,3
1066,600,no,3
1067,531,no,3
1068,907,no,3
1069,1038,no,3
1070,591,no,3
1071,447,no,3
1072,677,no,3
1073,671,no,3
1074,554,no,3
1075,432,no,3
1076,598,no,3
1077,363,no,3
1078,593,no,3
1079,461,no,3
1080,457,no,3
1081,1030,no,3
1082,998,no,3
1083,606,no,3
1084,1038,no,3
1085,634,no,3
1086,454,no,3
1087,592,no,3
1088,677,no,3
1089,1034,no,3
1090,789,no,3
1091,524,no,3
1092,529,no,3
1093,168,no,3
1094,595,no,3
1095,514,yes,3
1096,596,no,3
1097,282,no,3
1098,1056,no,3
1099,1035,no,3
1100,525,no,3
1101,426,no,3
1102,462,no,3
1103,428,no,3
1104,597,no,3
1105,665,no,3
1106,185,no,3
1107,987,no,3
1108,553,no,3
1109,47,no,3
1110,600,no,3
1111,461,no,3
1112,453,no,3
1113,282,no,3
1114,325,no,3
1115,782,yes,3
1116,434,no,3
1117,534,no,3
1118,448,no,3
1119,342,no,3
1120,593,no,3
1121,598,no,3
1122,345,no,3
1123,526,no,3
1124,1038,no,3
1125,749,no,3
1126,513,no,3
1127,450,no,3
1128,513,no,3
1129,986,no,3
1130,451,no,3
1131,592,no,3
1132,363,no,3
1133,531,no,3
1134,608,no,3
1135,463,no,3
1136,531,no,3
1137,1039,no,3
1138,595,no,3
1139,607,no,3
1140,273,yes,3
1141,513,no,3
1142,997,no,3
1143,552,yes,3
1144,428,no,3
1145,459,no,3
1146,1035,no,3
1147,443,no,3
1148,1029,no,3
1149,448,no,3
1150,745,no,3
1151,456,no,3
1152,462,no,3
1153,749,no,3
1154,597,no,3
1155,446,no,3
1156,115,no,4
1157,671,no,4
1158,528,no,4
1159,431,no,4
1160,460,no,4
1161,598,no,4
1162,593,no,4
1163,363,no,4
1164,182,no,4
1165,533,no,4
1166,595,no,4
1167,1020,no,4
1168,596,no,4
1169,614,no,4
1170,999,no,4
1171,749,no,4
1172,325,no,4
1173,186,no,4
1174,661,no,4
1175,524,no,4
1176,173,no,4
1177,1031,no,4
1178,169,no,4
1179,444,no,4
1180,615,no,4
1181,890,no,4
1182,282,no,4
1183,1018,no,4
1184,597,no,4
1185,671,no,4
1186,663,no,4
1187,592,no,4
1188,614,no,4
1189,448,no,4
1190,428,no,4
1191,1020,no,4
1192,789,no,4
1193,595,no,4
1194,461,no,4
1195,596,no,4
1196,325,no,4
1197,998,no,4
1198,449,no,4
1199,433,no,4
1200,597,no,4
1201,454,no,4
1202,593,no,4
1203,615,no,4
1204,451,no,4
1205,185,no,4
1206,456,no,4
1207,462,no,4
1208,333,no,4
1209,1051,no,4
1210,652,no,4
1213,422,no,4
1214,740,no,4
1216,742,no,4
1217,520,no,4
1220,402,no,4
1221,327,no,4
1222,523,no,4
1223,590,no,4
1224,625,no,4
1225,1055,no,4
1228,424,no,4
1229,590,no,4
1230,1022,yes,4
1233,572,no,4
1234,627,no,4
1237,1071,no,4
1238,423,no,4
1239,589,no,4
1242,523,no,4
1243,881,no,4
1244,1078,no,4
1246,672,no,4
1247,402,no,4
1248,286,no,4
1252,1055,no,4
1253,869,no,4
1254,652,no,4
1257,753,no,4
1258,651,no,4
1261,628,no,4
1262,470,no,4
1263,635,no,4
1267,409,no,4
1268,423,no,4
1269,634,no,4
1272,583,no,4
1273,321,no,4
1274,672,no,4
1275,427,no,4
1276,583,no,4
1277,1049,no,4
1278,651,no,4
1279,724,no,4
1280,270,no,4
1281,724,no,4
1282,357,no,4
1283,523,no,4
1284,468,no,4
1285,286,no,4
1286,737,no,4
1287,588,no,4
1288,327,no,4
1289,1056,no,4
1290,407,no,4
1291,1061,no,4
1292,572,no,4
1293,1026,no,4
1294,572,no,4
1295,397,no,4
1296,994,no,4
1297,40,no,4
1298,1053,no,4
1299,682,no,4
1300,286,no,4
1301,737,no,4
1302,1017,no,4
1303,583,no,4
1304,334,no,4
1305,651,no,4
1306,1024,no,4
1307,397,no,4
1308,724,no,4
1309,590,no,4
1310,523,no,4
1311,625,no,4
1312,881,no,4
1313,672,no,4
1314,402,no,4
1315,994,no,4
1316,334,no,4
1317,427,no,4
1318,407,no,4
1319,325,no,4
1320,386,no,4
1321,982,no,4
1322,537,no,4
1323,473,no,4
1324,741,no,4
1325,409,no,4
1326,721,no,4
1327,572,no,4
1328,286,no,4
1329,737,no,4
1330,995,no,4
1331,583,no,4
1332,1049,no,4
1333,997,no,4
1334,582,no,4
1335,1024,no,4
1336,398,no,4
1337,724,no,4
1338,357,no,4
1339,1054,no,4
1340,625,no,4
1341,862,no,4
1342,672,no,4
1343,409,no,4
1344,424,no,4
1345,1049,no,4
1346,28,no,4
1347,470,no,4
1348,1062,no,4
1349,429,no,4
1350,652,no,4
1351,668,no,4
1352,383,no,4
1353,741,no,4
1354,464,no,4
1355,1054,no,4
1356,863,no,4
1357,868,no,4
1358,1070,no,4
1359,427,no,4
1360,583,no,4
1361,737,no,4
1362,670,no,4
1363,583,no,4
1364,1064,no,4
1365,398,no,4
1366,724,no,4
1367,1041,no,4
1368,628,no,4
1369,569,no,4
1370,634,no,4
1371,402,no,4
1372,624,no,4
1373,1049,no,4
1374,1068,no,4
1375,590,no,4
1376,1064,no,4
1377,438,no,4
1378,652,no,4
1379,1026,no,4
1380,398,no,4
1381,423,no,4
1382,881,no,4
1383,325,no,4
1384,742,no,4
1385,994,no,4
1386,335,no,4
1387,403,no,4
1388,327,no,4
1389,979,no,4
1390,670,no,4
1391,590,no,4
1392,1063,no,4
1393,473,no,4
1394,724,no,4
1395,1041,no,4
1396,1066,no,4
1397,409,no,4
1398,335,no,4
1399,555,no,4
1400,286,no,4
1401,672,no,4
1402,881,no,4
1403,994,no,4
1404,1055,no,4
1405,427,no,4
1406,582,no,4
1407,627,no,4
1408,473,no,4
1409,982,no,4
1410,520,no,4
1411,471,no,4
1412,425,no,4
1413,1051,no,4
1414,385,no,4
1415,1027,no,4
1416,1055,no,4
1417,994,no,4
1418,590,no,4
1419,668,no,4
1420,740,no,4
1421,1025,no,4
1422,520,no,4
1423,1066,no,4
1424,465,no,4
1425,335,no,4
1426,332,no,4
1427,1076,no,4
1428,1048,no,4
1429,402,no,4
1430,424,no,4
1431,520,no,4
1432,378,no,5
1433,365,no,5
1436,358,no,5
1437,668,no,5
1438,615,no,5
1440,686,no,5
1441,373,no,5
1444,435,no,5
1445,369,no,5
1446,936,no,5
1448,602,no,5
1449,510,no,5
1450,232,no,5
1453,371,no,5
1454,520,no,5
1455,821,no,5
1458,1046,no,5
1459,405,no,5
1460,1048,no,5
1463,352,no,5
1464,670,no,5
1467,229,no,5
1468,719,no,5
1469,594,no,5
1472,521,no,5
1473,774,no,5
1474,603,no,5
1478,520,no,5
1479,823,no,5
1480,365,no,5
1483,732,no,5
1484,1056,no,5
1485,364,no,5
1488,869,no,5
1489,611,no,5
1492,640,no,5
1493,832,no,5
1494,719,no,5
1497,432,no,5
1498,522,no,5
1499,715,no,5
1500,375,no,5
1501,872,no,5
1502,714,no,5
1503,372,no,5
1504,409,no,5
1505,1056,no,5
1506,362,no,5
1507,670,no,5
1508,715,no,5
1509,681,no,5
1510,436,no,5
1511,522,no,5
1512,536,no,5
1513,693,no,5
1514,872,no,5
1515,555,no,5
1516,889,no,5
1517,587,no,5
1518,1056,no,5
1519,615,no,5
1520,670,no,5
1521,1004,no,5
1522,325,no,5
1523,373,no,5
1524,936,no,5
1525,990,no,5
1526,871,no,5
1527,395,no,5
1528,371,no,5
1529,503,no,5
1530,231,no,5
1531,615,no,5
1532,585,no,5
1533,1048,no,5
1534,373,no,5
1535,868,no,5
1536,229,no,5
1537,285,no,5
1538,426,no,5
1539,229,no,5
1540,522,no,5
1541,435,no,5
1542,502,no,5
1543,653,no,5
1544,455,no,5
1545,714,no,5
1546,669,no,5
1547,364,no,5
1548,868,no,5
1549,680,no,5
1550,315,no,5
1551,612,no,5
1552,891,no,5
1553,990,no,5
1554,585,no,5
1555,278,no,5
1556,366,no,5
1557,521,no,5
1558,715,no,5
1559,371,no,5
1560,394,no,5
1561,1056,no,5
1562,378,no,5
1563,1068,no,5
1564,373,no,5
1565,1079,no,5
1566,999,no,5
1567,328,no,5
1568,278,no,5
1569,435,no,5
1570,521,no,5
1571,717,no,5
1572,366,no,5
1573,830,no,5
1574,668,no,5
1575,615,no,5
1576,823,no,5
1577,1068,no,5
1578,680,no,5
1579,984,no,5
1580,542,no,5
1581,432,no,5
1582,369,no,5
1583,501,no,5
1584,366,no,5
1585,502,no,5
1586,392,no,5
1587,367,no,5
1588,714,no,5
1589,673,no,5
1590,1039,no,5
1591,586,no,5
1592,1068,no,5
1593,584,no,5
1594,318,no,5
1595,396,no,5
1596,278,no,5
1597,599,no,5
1598,502,no,5
1599,231,no,5
1600,676,no,5
1601,378,no,5
1602,1057,no,5
1603,607,no,5
1604,395,no,5
1605,286,no,5
1606,680,no,5
1607,999,no,5
1608,612,no,5
1609,431,no,5
1610,229,no,5
1611,285,no,5
1612,620,no,5
1613,946,no,5
1614,823,no,5
1615,370,no,5
1616,162,no,5
1617,1057,no,5
1618,374,no,5
1619,357,no,5
1620,741,no,5
1621,373,no,5
1622,984,no,5
1623,830,no,5
1624,278,no,5
1625,594,no,5
1626,946,no,5
1627,715,no,5
1628,600,no,5
1629,1057,no,5
1630,1044,no,5
1631,1010,no,5
1632,584,no,5
1633,304,no,5
1634,680,no,5
1635,318,no,5
1636,419,no,5
1637,435,no,5
1638,715,no,5
1639,278,no,5
1640,602,no,5
1641,945,no,5
1642,536,no,5
1643,371,no,5
1644,872,no,5
1645,714,no,5
1646,372,no,5
1647,283,no,5
1648,1050,no,5
1649,832,no,5
1650,995,no,5
1651,378,no,5
1652,522,no,5
1653,325,no,5
1654,945,no,5
1655,395,no,5
1656,431,no,5
1657,861,no,5
1658,382,no,5
1659,580,no,5
1662,590,no,5
1663,380,no,5
1664,579,no,5
1666,565,no,5
1667,285,no,5
1668,589,no,5
1671,865,no,5
1672,563,no,5
1674,578,no,5
1675,732,no,5
1676,329,no,5
1678,392,no,5
1679,576,no,5
1680,590,no,5
1683,384,no,5
1684,579,no,5
1685,569,no,5
1688,275,no,5
1689,820,no,5
1690,386,no,5
1693,714,no,5
1694,590,no,5
1696,564,no,5
1697,576,no,5
1698,759,no,5
1702,569,no,5
1703,617,no,5
1704,653,no,5
1707,566,no,5
1708,618,no,5
1709,571,no,5
1712,466,no,5
1713,1079,no,5
1714,562,no,5
1718,578,no,5
1719,391,no,5
1722,876,no,5
1723,817,no,5
1724,560,no,5
1725,330,no,5
1726,577,no,5
1727,566,no,5
1728,330,no,5
1729,824,no,5
1730,561,no,5
1731,888,no,5
1732,714,no,5
1733,570,no,5
1734,391,no,5
1735,567,no,6
1736,388,no,6
1737,473,no,6
1738,382,no,6
1739,561,no,6
1740,380,no,6
1741,576,no,6
1742,655,no,6
1743,819,no,6
1744,580,no,6
1745,877,no,6
1746,1079,no,6
1747,390,no,6
1748,574,no,6
1749,588,no,6
1750,653,no,6
1751,698,no,6
1752,389,no,6
1753,383,no,6
1754,398,no,6
1755,655,no,6
1756,380,no,6
1757,824,no,6
1758,368,no,6
1759,517,no,6
1760,394,no,6
1761,565,no,6
1762,564,no,6
1763,470,no,6
1764,862,no,6
1765,578,no,6
1766,619,no,6
1767,388,no,6
1768,577,no,6
1769,682,no,6
1770,392,no,6
1771,653,no,6
1772,560,no,6
1773,519,no,6
1774,818,no,6
1775,572,no,6
1776,761,no,6
1777,568,no,6
1778,756,no,6
1779,40,no,6
1780,576,no,6
1781,817,no,6
1782,682,no,6
1783,618,no,6
1784,577,no,6
1785,332,no,6
1786,1079,no,6
1787,817,no,6
1788,469,no,6
1789,387,no,6
1790,570,no,6
1791,820,no,6
1792,575,no,6
1793,377,no,6
1794,40,no,6
1795,574,no,6
1796,612,no,6
1797,40,no,6
1798,330,no,6
1799,471,no,6
1800,571,no,6
1801,284,no,6
1802,657,no,6
1803,567,no,6
1804,470,no,6
1805,562,no,6
1806,374,no,6
1807,560,no,6
1808,653,no,6
1809,382,no,6
1810,564,no,6
1811,612,no,6
1812,580,no,6
1813,567,no,6
1814,284,no,6
1815,381,no,6
1816,569,no,6
1817,889,no,6
1818,588,no,6
1819,644,no,6
1820,537,no,6
1821,653,no,6
1822,419,no,6
1823,637,no,6
1824,578,no,6
1825,732,no,6
1826,563,no,6
1827,382,no,6
1828,576,no,6
1829,566,no,6
1830,463,no,6
1831,392,no,6
1832,387,no,6
1833,719,no,6
1834,820,no,6
1835,571,no,6
1836,389,no,6
1837,576,no,6
1838,760,no,6
1839,637,no,6
1840,586,no,6
1841,653,no,6
1842,560,no,6
1843,366,no,6
1844,618,no,6
1845,561,no,6
1846,771,no,6
1847,714,no,6
1848,467,no,6
1849,394,no,6
1850,568,no,6
1851,388,no,6
1852,574,no,6
1853,817,no,6
1854,388,no,6
1855,817,no,6
1856,577,no,6
1857,388,no,6
1858,473,no,6
1859,330,no,6
1860,570,no,6
1861,285,no,6
1862,379,no,6
1863,637,no,6
1864,588,no,6
1865,874,no,6
1866,391,no,6
1867,391,no,6
1868,819,no,6
1869,739,no,6
1870,389,no,6
