kind	path	sha256	bytes
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_reach_island_mission_alpha.png	4cb1cee1f95a9bb8630712717d581e4dc21d96cc0ae649db5716ba0ac5777610	1783549
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_reconnoiter_silent_island_alpha.png	12d8851fdd28b047a4dd2e70fd0bec883dce83955b263216f2369c5ab72ac988	2055521
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_replace_compromised_officer_chain_alpha.png	025f797ae3e03477453db689eb63c8e26690f5999df13454442ca0258ce49401	1209428
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_stop_transformation_mission_alpha.png	7e6836c5eda2e119377d010aac9f9daf6a0e60d8973d54eba5e91a387e2c3c4c	1299203
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_stop_unification_mission_alpha.png	566e86fd61bac250dd877e7ff9ef35557656edd0d3875e2e094309cefd29be98	1768919
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_wendigo_launch_terminal_hunt_alpha.png	a5ea58091c60a1f71c4a46f58762a796268b6ebdfb388bb458c987def66bc0d6	1548219
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_wendigo_press_terminal_hunt_alpha.png	22fcf39a9b15618b7e7dffc44b1cffd161a972a1c260ea96cde2d29436350f4d	1951943
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_cannibalism_wendigo_terminal_hunt_mission_alpha.png	341a54f0af721b93e318ec63ea1874bdd0ce9e86906f2b3126b945be4f557191	1894759
package_alpha_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/alpha_png/decision_category_cannibalism_achievement_tracker_alpha.png	3ac2410af4b43b3d4d794d2ff1faea5d32d129d8639daee802dd4930355a64ea	2726237
package_contact_sheets	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/contact_sheets/processed_transparency_contact_sheet.png	dd6833c9a8401b1d89d5ddaefe142985f7d23e0485293a19e9532850702db4e0	120624
package_contact_sheets	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/contact_sheets/source_artwork_contact_sheet.png	b91f015fd94636f280e9b1b2c01114e4bcc1a6d43aa4240ed2a65c2e8407d509	958546
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/cannibalism_achievement_tracker_category_panel.dds	b9598ded6f24b69f79cf023f401f10af88c36a76d8f58b3ecfccfd8a7c72e61c	46184
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_activate_inherited_winter_cell.dds	9362c2ac0b85ddc67c91519ae57369d2b21fd7cc4e53901bbc1819deef8e1fa9	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_break_network_mission.dds	78743a61864cf357deb25e43c388c41dee047023cf18f83f699d1e60b1a74c6f	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_break_ritual_economy.dds	0751d3021c1979c975a7655b676460c189619017d57de2777ad1de2b82991e27	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_break_wendigo_terminal_hunt.dds	e153f3913b30b774852f00fc6ae0b6a46efe2ff757ac689b5872b0c5ada5994e	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_hold_prison_mission.dds	40fe8df344e2dbcfa1141bdf5d02832c8361d7e4a28c9aec05968fc4430db5cc	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_infiltrate_ritual_cell.dds	fec5c4635696250052257287b9baa895f0a01b16122c25cfb37487c085d6f4d4	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_investigation_mission.dds	e0947204eebcdc00522013fafe6f92835a4521f76185c9cb108bebf67f24cbe9	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_liberate_feeding_state.dds	c70b9baf9c000678377c605320e7821e7afd816b3c1909b4b9baca09ff165560	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_muster_wendigo_pack_from_enemy_death_receipt.dds	0a06faa3156a9eb66ec0a6bda0c4fbd03a7184e2b8519104f7b761ad3a49ac62	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_prepare_network_resistance.dds	233276b7e01b5e70a7abcfcded2655dad203b5c8cf008f45c470ea4de0174200	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_prepare_network_submission.dds	9efee16490e4f5698f5f60bb33d493a773387015a3dc73568cfdb08b50f23cf3	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_reach_island_mission.dds	459912dec7c0620f5a8ddcfb731bc065d3e6da32908cbad77d2ed8754ea8b4bf	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_reconnoiter_silent_island.dds	fc255ec2371aab38d27d60246adecc19b5be787dab62b713837a038ea40f86ed	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_replace_compromised_officer_chain.dds	d6739e0d8661a567b2c5bcd546dcc9fa7b4b4f9f5941bca4eb50d335eb7d23af	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_stop_transformation_mission.dds	24a680fe4a18cbcaf2e3e59244d14eb650e6c48820600fe1e246c106a286bf29	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_stop_unification_mission.dds	7f4babeb9bb0cb7c999f406ddcb669df21cf36896e210903fcd9de30074d715e	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_wendigo_launch_terminal_hunt.dds	8dba4ad38bd7a42f1ce8a055f6c0d6f6db33bda56c7552066caa4d72bc837b01	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_wendigo_press_terminal_hunt.dds	000e8fa90d072131c2572da1e5343124cbc6df24339dd04524ecc74af3b34222	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_cannibalism_wendigo_terminal_hunt_mission.dds	19b32fea409e55057dd95dada4867d8a2bc08867111cd3ff3e42df28ff7a41c8	4224
package_dds	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/dds/decision_category_cannibalism_achievement_tracker.dds	dc40b0225f3a2cc3925aec1f8b3e55f46a75301521972bd9179884b40180db88	4224
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/cannibalism_achievement_tracker_category_panel.png	50010f2f5f2c995a1b05d36a8f49b63783e3ed8fecc790bd08f962591463bf3e	25475
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_activate_inherited_winter_cell.png	d0c6f3bbbfcd61c4d33177f6cd39d7b63ad916167cce56790e6f6b1625113606	2702
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_break_network_mission.png	8fa89769afba45b921773c57fbb500b2600e05db5d06e31ab5d0edccb4ad9279	2403
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_break_ritual_economy.png	743695325723f3faa429b948b97ee8cd8050509370933cdb0c94e0b65ace77d3	2595
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_break_wendigo_terminal_hunt.png	ad6facac8c1ab2da253be94acc6cea563e62bd13b1f9a1494f31de8ae7748b62	2623
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_hold_prison_mission.png	339b3e5618676e45550bbeb947642f0a597d18bbbd09d1f1555260ecbc412879	2446
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_infiltrate_ritual_cell.png	3fe450d4efb56db9118283be596a1d55e32a127b55646ff03afccf6aaba87d6f	1456
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_investigation_mission.png	491a51983c68bf1b10802aa8fae2caec7e0c76235a8f928f993ebbbe6f1e018a	2595
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_liberate_feeding_state.png	e5d92c146fdc68eaf53bafe6283263a760c2f3ec61fbb799ecb13bdbbd0a4645	2805
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_muster_wendigo_pack_from_enemy_death_receipt.png	8afc91947471fd032b46615e572d493f5e5493a753d05dc6be1f36da0c7f1e7a	2119
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_prepare_network_resistance.png	f68724dadcc76fcd05db9020cf49a47f9706e439b61af8bd7d0bf45644617242	2134
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_prepare_network_submission.png	5a73b436855e5a8fd68d0e4e266b6d64f7e81525ebab2438e5828a5a9cc33ce0	2342
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_reach_island_mission.png	6ba45e9055922d3393f20a4dc1b0ed7d56c359190e52bdc252e184e94922e968	2147
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_reconnoiter_silent_island.png	baa97c6f76430d26bb38ec44a732dc16bfb0fb5ad825388908f403d0e427a655	2030
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_replace_compromised_officer_chain.png	5add9f535840664da0d93052b842a2a2895dbfccc21a13379479cba6049e8109	1919
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_stop_transformation_mission.png	18e0216684642ca7b49e0dc1bf68d0b2a0bdcd7133e56835f9b1aa6f6eb99ccf	1953
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_stop_unification_mission.png	659ce602d55591ff286f5ba4efb2891f5f640bf751d87233499350537baa585e	2325
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_wendigo_launch_terminal_hunt.png	dd7bbe189fd1327997480bd48ff6ef54db6259a83d782f2ac2991355ca82f7e2	2345
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_wendigo_press_terminal_hunt.png	b51fe19e9bdc149264731ff6ccf7a6c206b959f1080ab441ff98bfd3d1d13407	2344
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_cannibalism_wendigo_terminal_hunt_mission.png	f35a245a9adbb5e1b9210ee4f2c7d65085b27717e92b576e18db9a053c023346	3078
package_processed_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/processed_png/decision_category_cannibalism_achievement_tracker.png	9a3c1935e3bc2d0da362d06a6af30f864f445ba581f0b641eb2f68e163a17aa7	2518
package_prompts	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/prompts/prompt_ledger.md	a2773d655f4243b93e816480dcbe000fa7bb119b542909963a508346a0e1381b	10156
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/cannibalism_achievement_tracker_category_panel_source.png	7c930a0a6ec63fcfb784d076972145f9e7de0c4e8427194b244f026cc9c320b6	2671746
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_activate_inherited_winter_cell_source.png	badc6f60512f060a1408f0057a770ae729c3bf4b77be131f1a68953a1cf5fa90	2026011
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_break_network_mission_source.png	245937f6762e479ad20f992f0768620aeae8af17ca642b15c3638ae168613465	2105687
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_break_ritual_economy_source.png	76cd10e083140752bc7c9bf4278c74a2cf994e9b68468362c02ec080196ef870	2005019
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_break_wendigo_terminal_hunt_source.png	3f39d0c5739557c99a696db8f3a97645687c1fd5b03345d7669d1fbdda99c62d	2249417
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_hold_prison_mission_source.png	c4df8c96ac8e7c5af7fee237fa5ef9e9ceba1fbf6456b49471cd2c3a6224038d	2364210
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_infiltrate_ritual_cell_source.png	7a603e60139e032cc672359ffdb40278f13b2654991549436f05b8f003e1dae0	1877767
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_investigation_mission_source.png	e8cf306708fb22c1211823256525533c0a2807a3304cb5638ad4861cef1a579a	2135631
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_liberate_feeding_state_source.png	53ec604a72fab80d670807a0b8f2e2333877900b53d52e22840d84e76f904077	2365896
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_muster_wendigo_pack_from_enemy_death_receipt_source.png	8afce6a6ad974f1a733a5d1c2cf139355810baf03feb890a540eb60a17e7c924	1941219
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_prepare_network_resistance_source.png	65ec458dbfe12119791fc994fa3f0b6b4d2482df20dd336d3be2d2c74a2baa18	1827924
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_prepare_network_submission_source.png	61ad85981d3cc8f8efd2728615595ddb2daeec36431521da447d4549dc2c83ff	2021075
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_reach_island_mission_source.png	5f9d940ebd7e3004c08833733c181b80d02d991704fd324dc63a746f94597f61	2164479
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_reconnoiter_silent_island_source.png	a0814924ca33181b4886bfc0ce0bd5300851a7379a6d3ae589789898d1aaaf27	2516607
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_replace_compromised_officer_chain_source.png	ba2e9f65d28f2fa7d2afc796a552e88d154c96ce5dc4c5b5d7bcbcee4c9ddfe4	1807406
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_stop_transformation_mission_source.png	2b60eec474e828ff480b53bfb80c4ea9d3845036addf446703bcdc39d092ae63	1858955
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_stop_unification_mission_source.png	a63fa78d085235305bfbc20ff496a9b08e5e84cde79eb7e39984825fd3293519	2226439
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_wendigo_launch_terminal_hunt_source.png	c77661f64698c1ada1cb6320d00352a728f889df64194131bc60cfa2f8f34b81	2058174
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_wendigo_press_terminal_hunt_source.png	41ea5c263e4b4632c460c4fb867e5ba0daf19b29bb3be50c77c0f5c3b716bcb6	2308857
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_cannibalism_wendigo_terminal_hunt_mission_source.png	16b622dfda06e431890bc202eb015ad0a216db64d5a85f4ea3a9f277486461af	2307078
package_source_png	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/source_png/decision_category_cannibalism_achievement_tracker_source.png	4ea26d50e48a5f9dc49b603d62af6ac5dac128240e13ca3f0b47c10767086373	2793268
package_validation	docs/assets/014_cannibalism/static_icons_imagegen/closure_2026-07-12/validation/validation_report.md	e3400ad79dade5c24148130dc56831f32f0d1a9e9864ce26ac323c6fc8c08cdd	3733
runtime_dds	gfx/interface/decisions/014_cannibalism/cannibalism_achievement_tracker_category_panel.dds	b9598ded6f24b69f79cf023f401f10af88c36a76d8f58b3ecfccfd8a7c72e61c	46184
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_activate_inherited_winter_cell.dds	9362c2ac0b85ddc67c91519ae57369d2b21fd7cc4e53901bbc1819deef8e1fa9	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_break_network_mission.dds	78743a61864cf357deb25e43c388c41dee047023cf18f83f699d1e60b1a74c6f	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_break_ritual_economy.dds	0751d3021c1979c975a7655b676460c189619017d57de2777ad1de2b82991e27	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_break_wendigo_terminal_hunt.dds	e153f3913b30b774852f00fc6ae0b6a46efe2ff757ac689b5872b0c5ada5994e	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_hold_prison_mission.dds	40fe8df344e2dbcfa1141bdf5d02832c8361d7e4a28c9aec05968fc4430db5cc	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_infiltrate_ritual_cell.dds	fec5c4635696250052257287b9baa895f0a01b16122c25cfb37487c085d6f4d4	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_investigation_mission.dds	e0947204eebcdc00522013fafe6f92835a4521f76185c9cb108bebf67f24cbe9	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_liberate_feeding_state.dds	c70b9baf9c000678377c605320e7821e7afd816b3c1909b4b9baca09ff165560	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_muster_wendigo_pack_from_enemy_death_receipt.dds	0a06faa3156a9eb66ec0a6bda0c4fbd03a7184e2b8519104f7b761ad3a49ac62	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_prepare_network_resistance.dds	233276b7e01b5e70a7abcfcded2655dad203b5c8cf008f45c470ea4de0174200	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_prepare_network_submission.dds	9efee16490e4f5698f5f60bb33d493a773387015a3dc73568cfdb08b50f23cf3	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_reach_island_mission.dds	459912dec7c0620f5a8ddcfb731bc065d3e6da32908cbad77d2ed8754ea8b4bf	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_reconnoiter_silent_island.dds	fc255ec2371aab38d27d60246adecc19b5be787dab62b713837a038ea40f86ed	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_replace_compromised_officer_chain.dds	d6739e0d8661a567b2c5bcd546dcc9fa7b4b4f9f5941bca4eb50d335eb7d23af	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_stop_transformation_mission.dds	24a680fe4a18cbcaf2e3e59244d14eb650e6c48820600fe1e246c106a286bf29	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_stop_unification_mission.dds	7f4babeb9bb0cb7c999f406ddcb669df21cf36896e210903fcd9de30074d715e	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_wendigo_launch_terminal_hunt.dds	8dba4ad38bd7a42f1ce8a055f6c0d6f6db33bda56c7552066caa4d72bc837b01	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_wendigo_press_terminal_hunt.dds	000e8fa90d072131c2572da1e5343124cbc6df24339dd04524ecc74af3b34222	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_cannibalism_wendigo_terminal_hunt_mission.dds	19b32fea409e55057dd95dada4867d8a2bc08867111cd3ff3e42df28ff7a41c8	4224
runtime_dds	gfx/interface/decisions/014_cannibalism/decision_category_cannibalism_achievement_tracker.dds	dc40b0225f3a2cc3925aec1f8b3e55f46a75301521972bd9179884b40180db88	4224
handoff	docs/plans/014_cannibalism_plans/subagent_handoffs/event014_closure_assets_15_2026-07-12.md	591e35ce1bba9b01ab82d61c04b26aff318ab33392b1c39fcb63492a2e296643	7010
