kind,family,stage,consumer_id,sprite_name,runtime_path,target_size,status
decision_icon,biomedical_acceleration,deployment,brilliant_scientist_advance_biomedical_deployment,GFX_decision_brilliant_scientist_project_biomedical_acceleration_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/biomedical_acceleration_deployment.dds,32x32,complete
decision_icon,biomedical_acceleration,weaponization,brilliant_scientist_advance_biomedical_weaponization,GFX_decision_brilliant_scientist_project_biomedical_acceleration_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/biomedical_acceleration_weaponization.dds,32x32,complete
decision_icon,teleportation,theory,brilliant_scientist_advance_teleportation_theory,GFX_decision_brilliant_scientist_project_teleportation_theory,gfx/interface/decisions/016_brilliant_scientist/projects/teleportation_theory.dds,32x32,complete
decision_icon,teleportation,prototype,brilliant_scientist_integrate_teleportation_prototype,GFX_decision_brilliant_scientist_project_teleportation_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/teleportation_prototype.dds,32x32,complete
decision_icon,teleportation,deployment,brilliant_scientist_advance_teleportation_deployment,GFX_decision_brilliant_scientist_project_teleportation_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/teleportation_deployment.dds,32x32,complete
decision_icon,teleportation,weaponization,brilliant_scientist_advance_teleportation_weaponization,GFX_decision_brilliant_scientist_project_teleportation_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/teleportation_weaponization.dds,32x32,complete
decision_icon,cloning,theory,brilliant_scientist_advance_cloning_theory,GFX_decision_brilliant_scientist_project_cloning_theory,gfx/interface/decisions/016_brilliant_scientist/projects/cloning_theory.dds,32x32,complete
decision_icon,cloning,prototype,brilliant_scientist_integrate_cloning_prototype,GFX_decision_brilliant_scientist_project_cloning_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/cloning_prototype.dds,32x32,complete
decision_icon,cloning,deployment,brilliant_scientist_advance_cloning_deployment,GFX_decision_brilliant_scientist_project_cloning_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/cloning_deployment.dds,32x32,complete
decision_icon,cloning,weaponization,brilliant_scientist_advance_cloning_weaponization,GFX_decision_brilliant_scientist_project_cloning_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/cloning_weaponization.dds,32x32,complete
decision_icon,robotics_ai,theory,brilliant_scientist_advance_robotics_theory,GFX_decision_brilliant_scientist_project_robotics_ai_theory,gfx/interface/decisions/016_brilliant_scientist/projects/robotics_ai_theory.dds,32x32,complete
decision_icon,robotics_ai,prototype,brilliant_scientist_integrate_robotics_prototype,GFX_decision_brilliant_scientist_project_robotics_ai_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/robotics_ai_prototype.dds,32x32,complete
decision_icon,robotics_ai,deployment,brilliant_scientist_advance_robotics_deployment,GFX_decision_brilliant_scientist_project_robotics_ai_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/robotics_ai_deployment.dds,32x32,complete
decision_icon,robotics_ai,weaponization,brilliant_scientist_advance_robotics_weaponization,GFX_decision_brilliant_scientist_project_robotics_ai_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/robotics_ai_weaponization.dds,32x32,complete
decision_icon,paleogenetics,theory,brilliant_scientist_advance_paleogenetics_theory,GFX_decision_brilliant_scientist_project_paleogenetics_theory,gfx/interface/decisions/016_brilliant_scientist/projects/paleogenetics_theory.dds,32x32,complete
decision_icon,paleogenetics,prototype,brilliant_scientist_integrate_paleogenetics_prototype,GFX_decision_brilliant_scientist_project_paleogenetics_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/paleogenetics_prototype.dds,32x32,complete
decision_icon,paleogenetics,deployment,brilliant_scientist_advance_paleogenetics_deployment,GFX_decision_brilliant_scientist_project_paleogenetics_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/paleogenetics_deployment.dds,32x32,complete
decision_icon,paleogenetics,weaponization,brilliant_scientist_advance_paleogenetics_weaponization,GFX_decision_brilliant_scientist_project_paleogenetics_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/paleogenetics_weaponization.dds,32x32,complete
decision_icon,xenobiological_synthesis,theory,brilliant_scientist_advance_xenobiological_synthesis_theory,GFX_decision_brilliant_scientist_project_xenobiological_synthesis_theory,gfx/interface/decisions/016_brilliant_scientist/projects/xenobiological_synthesis_theory.dds,32x32,complete
decision_icon,xenobiological_synthesis,prototype,brilliant_scientist_integrate_xenobiological_synthesis_prototype,GFX_decision_brilliant_scientist_project_xenobiological_synthesis_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/xenobiological_synthesis_prototype.dds,32x32,complete
decision_icon,xenobiological_synthesis,deployment,brilliant_scientist_advance_xenobiological_synthesis_deployment,GFX_decision_brilliant_scientist_project_xenobiological_synthesis_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/xenobiological_synthesis_deployment.dds,32x32,complete
decision_icon,xenobiological_synthesis,weaponization,brilliant_scientist_advance_xenobiological_synthesis_weaponization,GFX_decision_brilliant_scientist_project_xenobiological_synthesis_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/xenobiological_synthesis_weaponization.dds,32x32,complete
decision_icon,biological_weapons,theory,brilliant_scientist_advance_biological_weapons_theory,GFX_decision_brilliant_scientist_project_biological_weapons_theory,gfx/interface/decisions/016_brilliant_scientist/projects/biological_weapons_theory.dds,32x32,complete
decision_icon,biological_weapons,prototype,brilliant_scientist_integrate_biological_weapons_prototype,GFX_decision_brilliant_scientist_project_biological_weapons_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/biological_weapons_prototype.dds,32x32,complete
decision_icon,biological_weapons,deployment,brilliant_scientist_advance_biological_weapons_deployment,GFX_decision_brilliant_scientist_project_biological_weapons_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/biological_weapons_deployment.dds,32x32,complete
decision_icon,biological_weapons,weaponization,brilliant_scientist_advance_biological_weapons_weaponization,GFX_decision_brilliant_scientist_project_biological_weapons_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/biological_weapons_weaponization.dds,32x32,complete
decision_icon,alien_arms,theory,brilliant_scientist_advance_alien_arms_theory,GFX_decision_brilliant_scientist_project_alien_arms_theory,gfx/interface/decisions/016_brilliant_scientist/projects/alien_arms_theory.dds,32x32,complete
decision_icon,alien_arms,prototype,brilliant_scientist_integrate_alien_arms_prototype,GFX_decision_brilliant_scientist_project_alien_arms_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/alien_arms_prototype.dds,32x32,complete
decision_icon,alien_arms,deployment,brilliant_scientist_advance_alien_arms_deployment,GFX_decision_brilliant_scientist_project_alien_arms_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/alien_arms_deployment.dds,32x32,complete
decision_icon,alien_arms,weaponization,brilliant_scientist_advance_alien_arms_weaponization,GFX_decision_brilliant_scientist_project_alien_arms_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/alien_arms_weaponization.dds,32x32,complete
decision_icon,temporal_mechanics,theory,brilliant_scientist_advance_temporal_theory,GFX_decision_brilliant_scientist_project_temporal_mechanics_theory,gfx/interface/decisions/016_brilliant_scientist/projects/temporal_mechanics_theory.dds,32x32,complete
decision_icon,temporal_mechanics,prototype,brilliant_scientist_integrate_temporal_prototype,GFX_decision_brilliant_scientist_project_temporal_mechanics_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/temporal_mechanics_prototype.dds,32x32,complete
decision_icon,temporal_mechanics,deployment,brilliant_scientist_advance_temporal_deployment,GFX_decision_brilliant_scientist_project_temporal_mechanics_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/temporal_mechanics_deployment.dds,32x32,complete
decision_icon,temporal_mechanics,weaponization,brilliant_scientist_advance_temporal_weaponization,GFX_decision_brilliant_scientist_project_temporal_mechanics_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/temporal_mechanics_weaponization.dds,32x32,complete
decision_icon,strategic_singularity,theory,brilliant_scientist_advance_singularity_theory,GFX_decision_brilliant_scientist_project_strategic_singularity_theory,gfx/interface/decisions/016_brilliant_scientist/projects/strategic_singularity_theory.dds,32x32,complete
decision_icon,strategic_singularity,prototype,brilliant_scientist_integrate_singularity_prototype,GFX_decision_brilliant_scientist_project_strategic_singularity_prototype,gfx/interface/decisions/016_brilliant_scientist/projects/strategic_singularity_prototype.dds,32x32,complete
decision_icon,strategic_singularity,deployment,brilliant_scientist_advance_singularity_deployment,GFX_decision_brilliant_scientist_project_strategic_singularity_deployment,gfx/interface/decisions/016_brilliant_scientist/projects/strategic_singularity_deployment.dds,32x32,complete
decision_icon,strategic_singularity,weaponization,brilliant_scientist_advance_singularity_weaponization,GFX_decision_brilliant_scientist_project_strategic_singularity_weaponization,gfx/interface/decisions/016_brilliant_scientist/projects/strategic_singularity_weaponization.dds,32x32,complete
special_project_icon,computational_mathematics,dedicated_project,sp_brilliant_scientist_computational_engine,GFX_sp_brilliant_scientist_computational_engine,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_computational_engine.dds,161x98,complete
special_project_icon,advanced_materials,dedicated_project,sp_brilliant_scientist_advanced_materials,GFX_sp_brilliant_scientist_advanced_materials,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_advanced_materials.dds,161x98,complete
special_project_icon,biomedical_acceleration,dedicated_project,sp_brilliant_scientist_biomedical_acceleration,GFX_sp_brilliant_scientist_biomedical_acceleration,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_biomedical_acceleration.dds,161x98,complete
special_project_icon,teleportation,dedicated_project,sp_brilliant_scientist_quantum_transit,GFX_sp_brilliant_scientist_quantum_transit,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_quantum_transit.dds,161x98,complete
special_project_icon,cloning,dedicated_project,sp_brilliant_scientist_cloning,GFX_sp_brilliant_scientist_cloning,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_cloning.dds,161x98,complete
special_project_icon,robotics_ai,dedicated_project,sp_brilliant_scientist_autonomous_cognition,GFX_sp_brilliant_scientist_autonomous_cognition,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_autonomous_cognition.dds,161x98,complete
special_project_icon,paleogenetics,dedicated_project,sp_brilliant_scientist_paleogenetics,GFX_sp_brilliant_scientist_paleogenetics,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_paleogenetics.dds,161x98,complete
special_project_icon,xenobiological_synthesis,dedicated_project,sp_brilliant_scientist_xenobiological_synthesis,GFX_sp_brilliant_scientist_xenobiological_synthesis,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_xenobiological_synthesis.dds,161x98,complete
special_project_icon,alien_arms,dedicated_project,sp_brilliant_scientist_alien_arms,GFX_sp_brilliant_scientist_alien_arms,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_alien_arms.dds,161x98,complete
special_project_icon,temporal_mechanics,dedicated_project,sp_brilliant_scientist_temporal_mechanics,GFX_sp_brilliant_scientist_temporal_mechanics,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_temporal_mechanics.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_command_core,GFX_sp_brilliant_scientist_singularity_command_core,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_command_core.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_power_link,GFX_sp_brilliant_scientist_singularity_power_link,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_power_link.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_containment_lattice,GFX_sp_brilliant_scientist_singularity_containment_lattice,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_containment_lattice.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_temporal_authenticator,GFX_sp_brilliant_scientist_singularity_temporal_authenticator,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_temporal_authenticator.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_delivery_architecture,GFX_sp_brilliant_scientist_singularity_delivery_architecture,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_delivery_architecture.dds,161x98,complete
special_project_icon,strategic_singularity,dedicated_project,sp_brilliant_scientist_singularity_fail_deadly_governor,GFX_sp_brilliant_scientist_singularity_fail_deadly_governor,gfx/interface/special_project/project_icons/016_brilliant_scientist/sp_brilliant_scientist_singularity_fail_deadly_governor.dds,161x98,complete
